album_id,album_comments,album_date_created,album_date_released,album_favorites,album_listens,album_title,album_tracks,album_type,artist_name
18074,0,10-04-2015,00-00-0000,1,20644,TraiTrioT,20,Album,Di Kang
18076,0,11-04-2015,11-11-2011,0,24690,11.11 vol 1,11,Album,Ketsa
18078,0,11-04-2015,00-00-0000,2,45987,Impermanence,11,Album,Ketsa
18079,0,11-04-2015,19-02-2015,0,45814,X-LION,27,Album,Castello di Trokai
18080,0,11-04-2015,12-04-2015,1,4051,Inter Sphincter,2,Album,suRRism
18081,0,12-04-2015,00-00-0000,0,28981,Far Better Off Worse,13,unknown,Derek Clegg
18083,0,12-04-2015,12-04-2015,0,8550,Colonial Solutions,18,Album,Dark Chocolate Chips
18084,0,12-04-2015,31-03-2015,1,12159,Plastic Houses,5,Album,Daily Khaos delivery
18086,0,13-04-2015,27-03-2008,1,13635,The Ur-Quan Masters,4,unknown,recompas
18087,0,13-04-2015,00-00-0000,4,94921,Pensive,13,Album,Podington Bear
18088,0,13-04-2015,13-04-2015,1,84622,Jumblesque,11,Album,Unthunk
18090,0,15-04-2015,15-04-2015,0,4115,Hobby,8,Album,The Basic Income Earth Network
18091,0,16-04-2015,00-00-0000,0,11485,LP3,12,Album,Love Story In Blood Red
18092,1,16-04-2015,00-00-0000,2,29997,Of That Ilk,8,Album,Greater Than Or Equal To
18093,0,16-04-2015,16-04-2015,0,24975,"Live on WFMU's Burn It Down! with Nate K - April 12, 2015",10,Album,Connections
18094,0,16-04-2015,02-11-2014,0,1568,"Live at Monty Hall for WFMU's Airborne Event: Jan 25, 2015",1,Radio Program,Hallock Hill
18095,0,16-04-2015,16-04-2015,0,1899,"Live on WFMU's Infinite Distortion - April 15, 2015",1,Album,Protomartyr
18096,0,16-04-2015,01-01-2012,1,10430,Xinjiang,11,Album,The Gateless Gate
18097,0,16-04-2015,16-04-2015,0,1124,"Live at WFMU's Monty Hall for Airborne Event with Dan Bodah - November 2, 2014",7,Album,Pat Murano and Carla Baker
18098,1,16-04-2015,00-00-0000,2,79680,"24 Preludes & Fugues, J. S. Bach",24,Album,John Lewis Grant
18099,0,17-04-2015,00-00-0000,0,1467,Suburban Violence (2015 Remaster),10,Album,The Womb
181,0,26-11-2008,01-01-1999,0,152,Radio Reverie in the Waiting Place,2,Album,Eric Leonardson
18100,0,17-04-2015,22-04-2015,0,5706,Declaration of Love,5,Album,Control Tower
18102,0,18-04-2015,18-04-2015,0,6575,Amoebic,4,Album,fast idio
18103,0,18-04-2015,20-04-2015,2,14362,Another Soul Kiss,8,Album,The New Mystikal Troubadours
18105,0,18-04-2015,18-04-2015,3,8132,Jaan Patterson and Friends - 'The Interviews' Vol.1,28,Album,Jaan Patterson and Friends
18106,0,18-04-2015,18-04-2015,1,5605,Jaan Patterson and Friends - 'The Interviews' Vol.2,30,Album,Jaan Patterson and Friends
18107,0,18-04-2015,18-04-2015,1,7285,Jaan Patterson and Friends - 'The Interviews' Vol.3,28,Album,Jaan Patterson and Friends
18108,0,18-04-2015,25-10-2008,0,7335,Snowbound,10,Album,Pete Prodoehl
1811,0,20-01-2009,16-12-2008,1,2137,Live at WFMU on The Long Rally 12/16/2008,1,Live Performance,Lucky Dragons
18110,0,19-04-2015,18-04-2015,2,22988,Union Hall,6,Album,Blue Dot Sessions
18111,0,19-04-2015,00-00-0000,0,7230,ОБХОД,5,Album,Castello di Trokai
18113,0,19-04-2015,00-00-0000,2,11084,Fixin',1,Album,Kathleen Martin
18116,0,19-04-2015,00-00-0000,0,3378,Remembering Past Everything,1,Single Tracks,P C III
18117,0,19-04-2015,19-04-2015,0,82634,Sectioned v5.0,83,Album,Section 27 Netlabel
18118,0,20-04-2015,00-00-0000,2,45852,smic,8,Album,Los Mirnuls
18119,0,20-04-2015,20-04-2015,0,994,La Mort.avi,2,Album,Arno Bruil
1812,0,21-01-2009,20-01-2009,4,25255,Live at WFMU on Talk's Cheap 1/20/2009,1,Live Performance,Max Tundra
18120,0,20-04-2015,01-01-2014,0,6309,Scuba,14,Album,Vermisst Susi
18121,0,20-04-2015,00-00-0000,0,5579,Isuninst,8,Album,theL3the
18122,0,21-04-2015,21-04-2015,0,3396,WHNZ:66:PRMD,4,Album,Uton
18123,0,21-04-2015,00-00-0000,5,29260,Empty Orchestra,9,Album,The OO-Ray
18124,0,21-04-2015,19-04-2015,1,23884,Lost Hills,11,Album,State Shirt
18125,0,21-04-2015,00-00-0000,0,37057,Mouthguard88,10,Album,Mouthguard88
18126,1,21-04-2015,14-04-2015,2,32787,"Platters, Act 6: Plates From '08",16,Album,Tha Silent Partner
18127,0,21-04-2015,21-04-2015,0,1825,jaiturnia,6,Album,Catholic Witches
18128,0,21-04-2015,21-04-2015,0,1991,icky vicky,5,Album,compost haven
18129,0,21-04-2015,21-04-2015,0,25407,improvised guitar pieces,12,Album,luciana bass
18132,0,23-04-2015,19-04-2015,0,4189,"Live on WFMU's Burn It Down! with Nate K: Apr 19, 2015",7,Radio Program,The Achtungs
18133,0,23-04-2015,31-12-2013,0,10352,Germania,7,Album,The Gateless Gate
18134,0,23-04-2015,13-05-2014,2,9065,Fucking With Spirits,13,Album,"Ak'chamel, The Giver of Illness"
18136,0,23-04-2015,00-00-0000,0,13904,The Rise of Disaster Capitalism,5,Album,Tyranny is Tyranny
18137,0,23-04-2015,00-00-0000,10,81458,Written in Ink,9,Album,Kai Engel
18138,0,23-04-2015,06-04-2015,0,36994,Swimmer's Selects,13,Album,Shodé Non
18139,0,23-04-2015,00-00-0000,1,2113,Retroactive Continuity,12,Album,The Womb
1814,0,21-01-2009,05-05-2008,1,13128,Live at WFMU 5/5/08 on Irene Trudel's show,7,Radio Program,Peter Biedermann
18140,0,24-04-2015,30-08-2015,1,33919,All I Have,6,Album,REKchampa
18142,0,25-04-2015,25-04-2015,0,18408,Live at The Do Drop In,11,Live Performance,Vitamin Pets
18143,0,26-04-2015,26-04-2015,0,10221,Young Republicans (Single),2,Album,Steve Combs
18144,0,26-04-2015,00-00-0000,0,1031,Fed Up with My Self,1,Album,My Mind
18146,0,27-04-2015,27-04-2015,0,4335,The Art Of Boredom 2,14,Live Performance,The Basic Income Earth Network
18148,0,27-04-2015,00-00-0000,0,21102,Neurotic Boy Outsider 1975,16,Album,S.J. Mellia
18149,0,27-04-2015,00-00-0000,0,2456,This Is All I Know How To Do (Archives 2000-2004),11,Album,The Womb
1815,0,21-01-2009,21-01-2009,0,2952,Live at WFMU on Pat Duncan's Show 11/20/08,9,Radio Program,The Bristles
18151,0,27-04-2015,27-04-2015,1,8575,Francis,5,Album,HOUTITOUTAH
18152,0,27-04-2015,00-00-0000,1,18186,I-XVIII,18,Album,Song-O-Phone
18153,0,27-04-2015,00-00-0000,0,15923,2-10,9,Album,Song-O-Phone
18154,0,27-04-2015,00-00-0000,0,2733,A-C,3,Album,Song-O-Phone
18155,0,27-04-2015,10-04-2015,2,20252,Unaccentuated,10,Album,Keshco
18156,0,27-04-2015,04-01-2013,0,1319,Pretty Shiny Things,3,Album,Hearse Pileup
18157,0,28-04-2015,18-06-2014,0,37408,Jingles la radio du MOMI,36,Album,LE CHEVALIER DE RINCHY
18158,0,28-04-2015,00-00-0000,0,1124,The Caravan Tapes (Archives 1998-1999),6,Album,The Womb
18159,0,28-04-2015,28-04-2015,1,8900,Blue Bins,16,Album,Cheese N Pot-C
1816,0,21-01-2009,21-01-2009,0,90,Live at The Terminal,1,Live Performance,Vulcanus 68
18162,0,28-04-2015,00-00-0000,0,4621,Antartica Ep,2,Single Tracks,Noiseonport
18163,0,29-04-2015,28-04-2015,0,11614,All Nigga Radio,3,Album,The Mothership Collective
18164,0,29-04-2015,29-04-2015,0,8815,Celebrating the Vernal Equinox,2,Album,Goodarzi Family Band
18166,0,30-04-2015,00-00-0000,1,31925,Double Diamonds,13,Album,SK
18168,0,30-04-2015,30-04-2015,0,805,"Live on WFMU's The Long Rally with Scott McDowell - April 30, 2015",1,Album,Thollem Electric
18169,0,30-04-2015,00-00-0000,0,5941,Trans Atlantic Rage on Uho Project (2009),9,Album,Trans Atlantic Rage
18170,0,30-04-2015,14-08-2014,0,2125,Tile I,2,Album,Luciernaga
18171,0,30-04-2015,04-05-2015,0,13638,Tile II,5,Album,Luciernaga
18173,1,01-05-2015,01-05-2015,0,28900,Night Unbound,11,Album,Marrach with H. Stewart
18175,0,01-05-2015,01-05-2015,0,1821,Fake Cat Songs,3,Album,Fake Cats Project
18176,0,01-05-2015,27-04-2009,1,45061,E-MC Cullah,15,Album,Cullah
18177,0,01-05-2015,27-04-2015,3,88063,Cullah The Wild,10,Album,Cullah
18178,0,01-05-2015,02-05-2015,0,4157,Give Love (side A),5,Album,Red Trees
18179,0,02-05-2015,21-10-2014,0,64170,Quality Time Vol. 1,20,Album,Bonding Tapes
1818,0,21-01-2009,21-01-2009,0,61,Live at The Parkside,1,Live Performance,Vulcanus 68
18180,0,02-05-2015,17-02-2015,0,4143,DEADTECH​/​MODERNHOMES,12,Album,Tim Cosner
18181,0,03-05-2015,00-00-0000,0,6102,Coming Out!,10,Album,POVALISHIN DIVISION
18182,0,03-05-2015,03-05-2015,0,19330,Children In The Closet,2,Album,Break The Bans
18183,0,03-05-2015,03-05-2015,2,5495,Bureaucratique,5,Album,Bureaucratique
18184,1,04-05-2015,00-00-0000,2,27515,The Unknown Man,2,Album,F J Blues
18185,0,04-05-2015,27-09-2014,1,21484,Constructions,9,Album,Russell E. L. Butler
18186,0,04-05-2015,31-01-2008,1,4468,Changes In Mind,6,Album,The Golden Dawn
18187,0,04-05-2015,00-00-0000,0,2325,Unholy Sampler #1,9,Album,MuteAnt Sounds Unholy Sampler #1
18188,0,05-05-2015,00-00-0000,12,386297,Bon Voyage,16,Album,Podington Bear
18189,0,05-05-2015,04-01-2014,0,9769,For Guitar And Amplifier,14,Album,Running Point
18190,0,05-05-2015,05-05-2015,0,43373,A Truly Fun Place,12,Album,Jess Lemont
18191,0,05-05-2015,19-04-2014,1,5955,Experimental Lakes,13,Album,Peripheral Living
18192,0,05-05-2015,23-04-2014,0,2964,De-escalate,10,Album,Roofer's Nest
18193,0,05-05-2015,15-05-2014,1,5186,Sharpen The Past,9,Album,Running Point
18196,0,06-05-2015,20-08-2014,0,5169,Triangulum,9,Album,A Souvenir
18197,0,06-05-2015,01-10-2014,1,6049,Undiscovered,9,Album,Missing Organs
18199,1,06-05-2015,00-00-0000,0,18871,"Hello, Good Evening and Yes",13,Album,Dr Sparkles
182,0,26-11-2008,13-01-2009,0,55,Rarebit,1,Album,Eric Leonardson and Steve Barsotti
18200,0,06-05-2015,07-05-2015,0,5798,Get Out And Vote,6,Album,Keshco
18201,0,07-05-2015,03-05-2015,1,11386,"Live at WFMU with Daniel Blumin: May 3, 2015",8,Radio Program,Container
18202,0,07-05-2015,04-06-2015,0,2871,self titled cassette,7,Album,Toxic Water
18203,0,07-05-2015,22-04-2015,1,3356,"Live on WFMU with Irwin Chusid: April 22, 2015",4,Radio Program,Jon Langford
18204,0,07-05-2015,00-00-0000,2,7970,I Won't Let the World Become a Prison,10,Album,Signal-to-Noise
18205,0,07-05-2015,07-03-2015,0,2907,"Live on WFMU's Prove It All Night with Pat Byrne: March 3, 2015",6,Radio Program,Pepper Coat
18206,0,07-05-2015,00-00-0000,4,74730,"Betrayal, Lies & Disaster",12,Album,Josh Spacek
18207,0,07-05-2015,00-00-0000,1,146728,Starting Over,32,Album,Josh Spacek
18209,0,08-05-2015,00-00-0000,0,8768,Eyes Once Shut,9,Album,Marwood Williams
18210,0,09-05-2015,01-01-2015,0,6455,Tiny Territories,6,Album,Sealadder
18211,3,09-05-2015,00-00-0000,19,105768,Be,6,Album,Igor Khabarov
18212,0,09-05-2015,00-00-0000,0,30176,AVIATION CRAB ORCHESTRA (AN EPIC SAGA),21,Album,ODOR BABY
18213,0,09-05-2015,00-00-0000,0,34347,11.11 Vol 11,11,Album,Ketsa
18214,0,09-05-2015,00-00-0000,0,3540,Listen,1,Single Tracks,P C III
18215,1,10-05-2015,00-00-0000,1,13031,Copper Kettle,1,Album,Kathleen Martin
18216,0,10-05-2015,02-05-2015,3,22152,Constellation Blackbird,10,Album,Gurdonark
18218,0,11-05-2015,00-00-0000,0,6661,Obsidian Sun,5,Album,Bagat
18219,0,11-05-2015,20-02-2004,0,13511,"Tourists, Come to Israel, It's A Nice Country",7,Album,"Roy ""Chicky"" Arad"
1822,0,22-01-2009,22-01-2009,0,1370,Live at WFMU on Choking On Cufflinks 1/24/09,12,Radio Program,Box Elders
18220,0,11-05-2015,16-02-2004,1,7645,"The Glorious Future Of Mankind, Part 2",13,Album,Beef Humper
18221,0,11-05-2015,10-08-2004,0,3964,Datenbergbau,5,Album,Bleep
18222,0,11-05-2015,14-01-2005,0,1648,St. Meringue,5,Album,Cell1110
18223,0,11-05-2015,10-10-2005,0,7807,Circle Of Ambient Friends,9,Album,Change!
18224,0,11-05-2015,28-04-2004,0,13757,The Lotus Opus,20,Album,Chenard Walcker
18225,0,11-05-2015,08-10-2004,0,4018,Middle,8,Album,Chenard Walcker
18226,0,11-05-2015,07-01-2005,0,1402,Monster,9,Album,"Chenard Walcker & Roy ""Chicky"" Arad"
18228,0,11-05-2015,20-01-2004,0,3755,Different Mayonnaise E.P.,7,Album,FortyOne
18229,0,11-05-2015,01-08-2005,0,19167,Fortyfive,45,Album,FortyOne
18230,0,11-05-2015,21-07-2004,0,8890,Music That's Better Than It Sounds,34,Album,FortyOne
18231,0,11-05-2015,24-10-2005,0,6018,Normal,8,Album,Full Load of King
18232,0,11-05-2015,14-01-2005,0,3249,330rawson,10,Album,Clemens Eduard Haipl
18233,0,11-05-2015,17-10-2005,0,6004,Karneval der Vagina,17,Album,Vagina Jones
18234,1,11-05-2015,12-09-2005,1,15282,Sterio-Sonico,11,Album,Lady Bombon vs. Gigaboy
18236,0,11-05-2015,15-08-2005,0,2567,Lullabots,10,Album,Puyo Puyo
18237,0,11-05-2015,28-02-2015,0,10536,Step By Step,6,Album,Stefano Vita
18238,0,11-05-2015,28-12-2003,1,6628,Mic In Track,5,Album,Stark Effect
18239,1,11-05-2015,05-04-2004,0,8266,Tapeworm Compilation I,24,Album,Tapeworm Collective
18240,0,11-05-2015,13-06-2004,0,18922,Vegaenduro,13,Album,Vegaenduro
18241,1,11-05-2015,31-10-2005,0,11789,Greatest Hits,13,Album,The Wades
18243,0,11-05-2015,11-05-2015,7,97742,Nocturnes,10,Album,Podington Bear
18244,0,12-05-2015,00-00-0000,0,8485,Bureaucratique II,6,Album,Bureaucratique
18245,1,12-05-2015,07-02-2004,1,21223,Sing Songs For You And Me!,9,Album,Georgia & August Greenberg
18246,0,12-05-2015,07-07-2004,0,4320,Murder That Was Heard,8,Album,Portzebowski and McMillan and Company
18247,0,12-05-2015,27-10-2005,0,982,Melophobia,19,Album,Dan Ake
18248,0,12-05-2015,20-06-2004,0,6792,Sound Field Furrows,12,Album,Erick Gallun
18249,0,12-05-2015,29-08-2005,0,3810,Boom Crash Crash,16,Album,Big City Orchestra
18250,0,12-05-2015,17-08-2004,0,1898,450,17,Album,Joel Knight Chevalier And Unexpected Social Images
18251,0,12-05-2015,11-02-2004,0,2822,Lip-Synching At Zero Gravity,12,Album,Eddie The Rat
18252,0,12-05-2015,08-08-2005,0,3984,Surrounding,2,Album,feverdreams
18253,0,12-05-2015,01-10-2004,0,6375,Alphabet Of Desire,5,Album,Full Load of King
18254,0,12-05-2015,26-09-2004,0,3988,Elevator to the Gallows,8,Album,Full Load of King
18255,0,12-05-2015,05-09-2005,0,15199,Training Bra Sweat,98,Album,Fork In The Blender
18256,0,12-05-2015,22-08-2005,0,2918,FLOP,10,Album,Full Load of King
18257,0,12-05-2015,16-02-2004,0,4903,Education and What-not,7,Album,Mrs. Grossman (& Monty)
18258,0,12-05-2015,24-05-2004,0,7926,The Beat Maker,9,Album,Harlan
18259,0,12-05-2015,03-05-2004,0,18619,Iron Metal I/Rock on the Hole,11,Album,Iron Metal
18261,0,12-05-2015,30-06-2004,0,10687,American Propagandhi,9,Album,Nicholas Smith
18262,0,12-05-2015,15-10-2004,0,4686,Witch Pizza Going Sally,11,Album,Pee-Bug
18263,0,12-05-2015,03-10-2005,0,13782,The Reckoning,26,Album,Pee-Bug
18264,0,12-05-2015,12-05-2004,1,8365,The Avant-Garde Grandpa,38,Album,Mar-Tie
18265,1,12-05-2015,00-00-0000,0,3867,Mao!,7,unknown,Lata
18266,0,12-05-2015,00-00-0000,0,7520,Tres Cuatro,14,Album,Lata
18267,0,12-05-2015,00-00-0000,0,2057,Transport,2,Album,Lata
18268,0,12-05-2015,00-00-0000,0,9843,Lätta - The Berlin Sessions,5,Album,Lata
18269,0,12-05-2015,00-00-0000,3,72264,Folkways,8,Album,Podington Bear
18270,0,12-05-2015,00-00-0000,5,145771,Fathomless - Ambient,13,Album,Podington Bear
18271,0,13-05-2015,13-05-2015,0,4718,Here Come the Recorders,2,Album,Kraus
18273,0,13-05-2015,13-05-2015,0,9006,[EPV_171] forM,3,Album,chloe orin
18274,0,14-05-2015,14-05-2015,0,4081,Meu Caro Amigo,8,Album,manuel gordiani
18275,0,14-05-2015,00-00-0000,0,2151,medianti,6,Album,manuel gordiani
18276,1,14-05-2015,00-00-0000,1,1976,JUTRO,12,Album,manuel gordiani
18277,0,14-05-2015,00-00-0000,0,3243,AsTra,7,Album,manuel gordiani
18278,0,14-05-2015,00-00-0000,0,3253,GOOD FOR BUSINESS,8,Album,ODOR BABY
18279,1,14-05-2015,00-00-0000,10,754578,Production Music,29,Album,Adam Selzer
18280,0,14-05-2015,00-00-0000,9,151370,Eola,14,Album,Alex Fitch
18281,2,14-05-2015,14-05-2015,1,56268,Themes (Vol. 1),13,Album,Steve Combs & Delta Is
18282,0,15-05-2015,15-05-2015,2,5941,We Are HighScore  (single),2,Album,krackatoa
18286,0,16-05-2015,00-00-0000,0,8230,The Passion Place,6,unknown,Squire Tuck
18287,0,16-05-2015,16-05-2015,0,8273,Rage & Regret,4,Album,Squire Tuck
18294,1,17-05-2015,17-05-2015,0,35838,Netlabel Day Demo Compilation,14,Album,VV.AA.
18297,1,17-05-2015,00-00-0000,1,38694,Every Once In A While,15,unknown,Derek Clegg
18298,0,17-05-2015,00-00-0000,0,18997,Dolores,5,Album,Blue Dot Sessions
18299,0,17-05-2015,00-00-0000,1,24259,Castro,4,Album,Blue Dot Sessions
183,0,26-11-2008,01-01-2007,0,959,Dancing Walls Stir the Prairies,1,Album,Anna Friz &amp; Eric Leonardson
18302,0,18-05-2015,18-05-2015,0,12316,Сон прошлогоднего снега,5,Album,Павкашавет бантут
18303,0,18-05-2015,17-05-2015,0,14169,Sisu,11,Album,Visciera
18304,0,20-05-2015,00-00-0000,1,26211,"Life, Rhymes, Showtime EP",5,Album,J Mano
18307,0,20-05-2015,00-00-0000,0,2300,Xibalba,5,Album,Vinnie Paternostro and Michel Kristof
18308,0,20-05-2015,20-05-2015,1,5714,[EPV_172] Object,5,Album,Iku × konofumin
18309,0,21-05-2015,19-08-2012,0,3478,[EPV_107] Pimeässä,5,Album,Violeta Päivänkakkara
18310,0,21-05-2015,11-03-2013,0,6770,[EPV_123] kukkia,5,Album,Violeta Päivänkakkara
18311,0,21-05-2015,07-04-2015,1,4288,Old School My School,11,Album,Cheese N Pot-C
18312,0,21-05-2015,28-04-2015,0,4281,Hey You Guys,6,Album,Cheese N Pot-C
18313,0,21-05-2015,05-05-2015,1,10245,BreakBeat Chemists I,5,Album,BreakBeat Chemists
18314,0,21-05-2015,19-05-2015,2,22392,Rapper Exchange Program,11,Album,Cassette Tape Bandits
18316,0,21-05-2015,21-05-2015,0,3401,"Live on WFMU's This Is The Modern World with Trouble - May 19, 2015",3,Album,Dorit Chrysler
18317,0,21-05-2015,01-11-2003,2,10746,Two Zombies Later,31,Album,Various Artists
18318,1,21-05-2015,01-01-2004,0,33694,Party Fun With Recorders - Volume One,29,Album,Various Artists
18319,1,21-05-2015,15-04-2004,3,26670,Interplanetary Materials,35,Album,Various Artists
18320,0,21-05-2015,01-11-2004,0,26118,Comfort Cake,28,Album,Various Artists
18321,0,21-05-2015,22-01-2005,0,24424,People Doing Strange Things With Electricity Too,25,Album,Various Artists
18322,0,21-05-2015,31-12-2005,0,16596,Auld Lang Syne,25,Album,Various Artists
18323,0,21-05-2015,16-05-2015,1,5143,"Live on WFMU Shrunken Planet with Jeffrey Davison: May 16, 2015",7,Album,Hope For Agoldensummer
18324,2,21-05-2015,17-09-2004,1,22110,Swingin' Singles,30,Album,Various Artists
18325,0,21-05-2015,08-04-2015,1,22537,LoMKi,19,Album,Kosta T
18326,6,21-05-2015,00-00-0000,13,92770,Atlantida,9,Album,Kai Engel
18327,0,21-05-2015,00-00-0000,3,494944,Music For Film & TV,64,Album,Cory Gray
18328,0,21-05-2015,00-00-0000,0,345059,Carcrashlander Instrumentals,38,Album,Cory Gray
18329,0,21-05-2015,23-05-2015,1,5707,Gologone,3,Album,mildtape
1833,0,22-01-2009,22-01-2009,2,3201,Live at WFMU on Mike Lupica's Show on 2/12/2007,19,Radio Program,Dälek
18332,0,22-05-2015,00-00-0000,0,9468,Minimikeparty,8,Album,Mike Morton
18334,0,22-05-2015,00-00-0000,0,8765,CAVAQUINHO DOMÍNIO,40,Album,McCloud Zicmuse
18335,0,23-05-2015,00-00-0000,1,4033,Halfway Between Moscow And Paris (2015 Remaster),9,Album,The Womb
18336,0,23-05-2015,00-00-0000,0,20964,I'm Already Crying,5,unknown,Art of Flying
18337,0,23-05-2015,00-00-0000,3,19813,ligne bidon,7,Album,Onda bidón
18339,0,24-05-2015,24-05-2015,1,14274,Big Mistake,7,Album,Juan Antonio Nieto
1834,0,22-01-2009,22-01-2009,0,6602,Live at WFMU on Irene Trudel's Show 11/10/08,4,Live Performance,Neil Halstead
18340,1,25-05-2015,01-03-2013,4,20167,Be Love,8,Album,Kris Roche
18343,0,25-05-2015,18-10-2010,0,2329,Research Park,1,Album,Nick Davies
18344,0,25-05-2015,02-02-2016,1,27998,Petrified,4,Album,Circus Marcus
18345,0,25-05-2015,25-05-2015,0,11131,The Exterminating Angle,4,Album,Ergo Phizmiz
18346,0,25-05-2015,00-00-0000,0,41820,Девушки,19,Album,Kosta T
18347,0,26-05-2015,00-00-0000,2,11138,MIND,12,unknown,SPCZ
18348,0,26-05-2015,00-00-0000,3,35169,BLISS,12,unknown,SPCZ
18349,0,26-05-2015,00-00-0000,1,38172,SPACE NIGHT EP,5,unknown,SPCZ
1835,0,23-01-2009,23-01-2009,0,2099,Wolf Choir [CAPN015],15,Album,Wolf Choir
18351,0,26-05-2015,22-12-2004,0,5556,Holiday Single,2,Album,Tidings of Comfort
18352,0,26-05-2015,00-00-0000,1,68287,Music from A Fairytale of World War II,12,Album,Ergo Phizmiz
18353,0,26-05-2015,00-00-0000,3,16507,QMTR 2014,6,Album,Quiet Music for Tiny Robots
18354,0,26-05-2015,00-00-0000,4,50897,The February Album,10,unknown,Quiet Music for Tiny Robots
18355,0,27-05-2015,00-00-0000,0,3418,Sways,8,Album,Samoln
18356,0,27-05-2015,27-05-2015,1,7898,LZY_SLN-003,3,Album,LAZY SALON
18357,0,28-05-2015,00-00-0000,0,5408,Z EP Koniec sveta nikdy nepride,3,Album,Kotúče DM
18358,0,28-05-2015,27-05-2015,0,808,"Live on WFMU's Infinite Distortion: May 27, 2015",2,Radio Program,Facialmess
18359,0,28-05-2015,00-00-0000,2,115650,Breaks In The Sun Instrumentals,11,Album,Weinland
18360,0,28-05-2015,25-05-2015,0,3823,"Live on WFMU's Three Chord Monte with Joe Belock: May 25, 2015",8,Radio Program,Flesh Lights
18361,0,28-05-2015,11-05-2015,0,3639,"Live on WFMU's Three Chord Monte with Joe Belock: May 11, 2015",7,Radio Program,Biggbutt
18362,0,29-05-2015,00-00-0000,0,50633,2002,24,Album,RÉGIS VICTOR
18363,0,29-05-2015,00-00-0000,0,8123,All Over England (Archives 2005-2007),13,Album,The Womb
18364,0,29-05-2015,29-05-2015,0,40072,Classwar Karaoke - 0030 Survey,100,Album,Classwar Karaoke
18365,0,29-05-2015,30-05-2015,0,3953,Live @ RDA69 27/02/2015,4,Live Performance,dOISsEMIcIRCUITOSiNVERTIDOS
18366,0,01-06-2015,01-11-2015,2,24554,Hello! We Are Your New Neighbors? The Satanists,6,Album,Electric Mirrors
18369,0,02-06-2015,02-06-2015,0,15162,Spellbound Remixes,10,Album,Pınar
1837,0,23-01-2009,23-01-2009,0,5824,Tropical (EP),6,Album,Wolf Choir
18370,5,02-06-2015,00-00-0000,16,154615,Before Dawn (Instrumental Album),12,Album,Ryan Little
18371,0,02-06-2015,00-00-0000,2,21108,EtLàC'EstQuoi,12,Album,SousLePont
18372,1,03-06-2015,00-00-0000,14,350694,Daydream,15,Album,Podington Bear
18373,5,03-06-2015,00-00-0000,3,52807,Unnecessary City,10,Album,Aaron Mist
18374,0,03-06-2015,03-06-2015,1,2724,teleg. EP,4,Album,Teleg.
18377,0,04-06-2015,00-00-0000,0,4246,The Easton Ellises - Dans Workout Versions,2,Album,Dan Lizard
18378,0,04-06-2015,03-06-2015,0,20170,[EPV_173] forYN,6,Album,-ono-
18379,0,05-06-2015,00-00-0000,1,74249,Haydn: The Seasons (Die Jahreszeiten),88,Album,MIT Concert Choir
18380,0,05-06-2015,00-00-0000,8,140457,Before Dawn II (Instrumental Album),11,Album,Ryan Little
18383,0,06-06-2015,06-06-2015,1,21479,A heap of broken images,9,Album,Der Zirkus brennt
18385,0,06-06-2015,00-00-0000,2,106934,An Opera Evening,14,Album,MIT Symphony Orchestra
18386,0,06-06-2015,00-00-0000,1,21361,Harbison: Der Abend (World Premiere),2,Album,MIT Concert Choir
18387,0,06-06-2015,00-00-0000,4,73073,Music Box Rag,12,Album,Heftone Banjo Orchestra
18388,0,06-06-2015,25-06-2011,3,40870,Sem Par,9,Album,Diogo Cadaval
1839,0,23-01-2009,23-01-2009,0,4072,The,4,Album,Idmonster
18391,0,09-06-2015,01-10-2014,0,13630,Less Is Less,9,Album,Richard There
18394,2,09-06-2015,09-06-2015,1,26193,Lorem Ipsum,8,Album,Taker 51
18395,0,10-06-2015,10-06-2015,1,10453,Segundas Partes,7,Album,Cuarto
18398,0,10-06-2015,10-06-2015,0,8912,The Citizen Made of Glass,11,Album,Ascetic
18399,0,10-06-2015,00-00-0000,0,12723,Flowers and Rust,14,Album,Gianluca Sgalambro
184,0,26-11-2008,01-01-2005,0,1945,Spree: An Escape From Reality,15,Album,Ethan Persoff
18400,0,11-06-2015,00-00-0000,4,48322,Symphony For Spaceman,12,Album,Steve Combs & Delta Is
18401,0,11-06-2015,03-06-2015,0,2740,Live on WFMU's Infinite Distortion,1,Radio Program,Jah Excretion
18402,0,11-06-2015,01-06-2015,0,3962,"Live on WFMU's Three Chord Monte with Joe Belock: June 1, 2015",10,Radio Program,Junk Boys
18405,0,12-06-2015,11-06-2015,0,7778,Zvezde Na Plafonu,6,Album,Umreti Fit
18406,2,12-06-2015,26-04-2015,1,24648,BEART),7,Album,Kosta T
18407,0,12-06-2015,12-06-2015,0,7968,Y Te Sacaran Los Ojos,8,Album,Guerra de Cerdos
18408,0,12-06-2015,00-00-0000,0,14444,"The Future Cannot Be Born Yet, It Is Waiting For The Past To Die",5,Album,King Capisce
18409,0,12-06-2015,09-02-2015,0,3748,The Shouts From The Sea,9,Album,The Shouts From The Sea
1841,0,23-01-2009,23-01-2009,2,12648,Jeanie and Caroline,12,Album,Retrigger
18410,0,12-06-2015,02-04-2015,0,1715,Golden Cell,2,Album,Shredderghost
18411,0,12-06-2015,05-02-2015,0,5217,Multiplying Dead Ends,7,Album,Talugung
18412,0,12-06-2015,30-04-2015,0,7417,Starter Kin,8,Album,Cahill Locksmith
